Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
11/16/2021,Age_unknown,23640,0,0,5734,,,0,0,0,0,0,0,0,0
11/16/2021,Ages_65-74_yrs,31953901,14,14,28435610,95,89.2,14.3,14.3,39.6,31.4,14.4,25.5,11274685,2713236
11/16/2021,Ages_50-64_yrs,54662155,24,24,49134227,85.9,77.2,24.8,24.8,17.3,23.7,24.8,27.8,8508133,2966848
11/16/2021,Sex_known,226131124,99.9,99.1,196770497,,,99.9,99.3,18.3,99.9,99.9,99.9,35897186,10636347
11/16/2021,Ages_16-17_yrs,5450205,2.4,2.4,4749506,65,56.6,2.4,2.4,0.5,0.1,2.4,0.1,22203,5768
11/16/2021,Race_eth_unknown,59237700,35.1,26,45349328,,,29.7,22.9,8.9,12.6,29.7,12.5,4016913,1187238
11/16/2021,Race_eth_NHWhite,95590493,56.6,41.9,87771796,48.4,44.5,57.4,44.3,25.3,69.6,57.4,67.7,22224060,6413720
11/16/2021,Race_eth_NHMult_Oth,10175603,6,4.5,9011014,95,95,5.9,4.5,22.7,6.4,5.9,5.3,2042191,505393
11/16/2021,Sex_unknown,2059569,0.9,0.9,1472507,,,0.7,0.7,4.3,0.2,0.7,0.2,62730,22370
11/16/2021,Ages_<12yrs,3029575,1.3,1.3,134247,6.2,0.3,0.1,0.1,0,0,0,0,0,0
11/16/2021,Ages_5-11_yrs,3016136,1.3,1.3,130440,10.5,0.5,0.1,0.1,0,0,0,0,0,0
11/16/2021,Ages_12-17_yrs,15353078,6.7,6.7,13132844,60.7,51.9,6.6,6.6,0.3,0.1,6.6,0.1,42145,7955
11/16/2021,Race_eth_Hispanic,33390563,19.8,14.6,29217580,52.4,45.8,19.1,14.7,10.8,9.9,19.1,11.3,3165726,1067757
11/16/2021,Ages_<5yrs,8824,0,0,2639,0,0,0,0,0,0,0,0,0,0
11/16/2021,Ages_18-24_yrs,20660816,9.1,9.1,17566500,67.6,57.4,8.9,8.9,3.4,1.7,8.9,2.4,598605,256803
11/16/2021,US,228190693,,100,198243004,68.7,59.7,,100,18.2,,100,,35959916,10658717
11/16/2021,Ages_75+_yrs,21763233,9.5,9.5,19201247,95,83.8,9.7,9.7,44.3,23.7,9.7,19,8504639,2023058
11/15/2021,Race_eth_NHBlack,16836700,10,7.4,14920252,40.9,36.2,9.8,7.5,14.2,6.8,9.8,7.2,2116001,688279
11/15/2021,Race_eth_NHNHOPI,523205,0.3,0.2,476140,56.3,51.3,0.3,0.2,12.9,0.2,0.3,0.2,61148,20310
11/15/2021,Age_unknown,23591,0,0,5731,,,0,0,0,0,0,0,0,0
11/15/2021,Ages_16-17_yrs,5444793,2.4,2.4,4745883,64.9,56.6,2.4,2.4,0.5,0.1,2.4,0.1,21771,5649
11/15/2021,Race_eth_NHWhite,95385890,56.6,41.9,87705738,48.3,44.4,57.4,44.3,24.7,69.6,57.4,68.1,21618873,6468601
11/15/2021,Age_known,227677164,99.9,99.9,198070401,,,99.9,99.9,17.7,99.9,99.9,99.9,34939345,10694702
11/15/2021,Race_eth_unknown,59123018,35.1,26,45316763,,,29.7,22.9,8.6,12.6,29.7,12.5,3898638,1190043
11/15/2021,Sex_Female,118159786,52.4,51.9,103391310,70.1,61.3,52.6,52.2,19.1,56.6,52.6,56.8,19724838,6064061
11/15/2021,Ages_12-15_yrs,9887280,4.3,4.3,8374394,58.5,49.5,4.2,4.2,0.2,0.1,4.2,0,19765,2164
11/15/2021,Ages_5-11_yrs,2817239,1.2,1.2,129794,9.8,0.5,0.1,0.1,0,0,0,0,0,0
11/15/2021,Ages_<5yrs,8733,0,0,2634,0,0,0,0,0,0,0,0,0,0
11/15/2021,Ages_50-64_yrs,54599280,24,24,49101013,85.8,77.1,24.8,24.8,16.7,23.5,24.8,27.4,8216606,2929731
11/15/2021,Ages_<12yrs,2830564,1.2,1.2,133595,5.8,0.3,0.1,0.1,0,0,0,0,0,0
11/15/2021,Ages_75+_yrs,21732275,9.5,9.5,19189022,94.9,83.8,9.7,9.7,43.3,23.8,9.7,19.4,8302851,2076817
11/15/2021,Ages_25-39_yrs,48476280,21.3,21.3,42041560,70.9,61.5,21.2,21.2,8.3,10,21.2,12.7,3481088,1360444
11/15/2021,Sex_Male,107486051,47.6,47.2,93213210,65.8,57,47.4,47.1,16.3,43.4,47.4,43.2,15154014,4608028
11/15/2021,Ages_18-24_yrs,20633407,9.1,9.1,17546977,67.5,57.4,8.9,8.9,3.3,1.6,8.9,2.3,573660,250093
11/15/2021,Ages_65-74_yrs,31912689,14,14,28418950,95,89.1,14.3,14.3,38.8,31.5,14.4,26,11016188,2781687
11/15/2021,Ages_12-17_yrs,15332073,6.7,6.7,13120277,60.6,51.8,6.6,6.6,0.3,0.1,6.6,0.1,41536,7813
11/15/2021,Race_eth_NHMult_Oth,10154828,6,4.5,9003060,95,95,5.9,4.5,22.2,6.4,5.9,5.4,1994843,508739
11/15/2021,Race_eth_NHAsian,10870405,6.4,4.8,10202488,57.2,53.7,6.7,5.2,19.3,6.3,6.7,7.3,1967863,697232
11/15/2021,Race_eth_NHAIAN,1496014,0.9,0.7,1265250,61.4,52,0.8,0.6,17.5,0.7,0.8,0.7,221234,70181
11/15/2021,Ages_40-49_yrs,32160596,14.1,14.1,28519007,78.8,69.9,14.4,14.4,11.6,9.5,14.4,12,3307416,1288117
11/15/2021,US,227700755,,100,198076132,68.6,59.7,,100,17.7,,100,,34939345,10694702
11/15/2021,Sex_unknown,2054918,0.9,0.9,1471612,,,0.7,0.7,4.1,0.2,0.7,0.2,60493,22613
11/15/2021,Race_eth_Hispanic,33310672,19.8,14.6,29186360,52.2,45.8,19.1,14.7,10.5,9.9,19.1,11.1,3060745,1051317
11/15/2021,Race_eth_known,168577714,99.9,74,152759288,,,99.9,77.1,20.3,99.9,99.9,99.9,31040707,9504659
11/15/2021,Sex_known,225645837,99.9,99.1,196604520,,,99.9,99.3,17.8,99.9,99.9,99.9,34878852,10672089
11/14/2021,Ages_25-39_yrs,48408616,21.3,21.3,41992404,70.8,61.4,21.2,21.2,8,9.9,21.2,12.4,3368470,1343103
11/14/2021,Sex_Male,107259883,47.6,47.2,93130342,65.6,57,47.4,47.1,15.8,43.4,47.4,43.1,14742746,4650186
11/14/2021,Ages_65-74_yrs,31873038,14,14,28403093,95,89.1,14.4,14.4,37.9,31.7,14.4,26.6,10776645,2870284
11/14/2021,Race_eth_NHMult_Oth,10135167,6,4.5,8994960,95,95,5.9,4.5,21.7,6.5,5.9,5.4,1951842,516498
11/14/2021,Ages_18-24_yrs,20607096,9.1,9.1,17527140,67.4,57.3,8.9,8.9,3.2,1.6,8.9,2.3,552297,245790
11/14/2021,Race_eth_NHAsian,10845497,6.4,4.8,10195738,57.1,53.7,6.7,5.2,18.7,6.3,6.7,7.2,1907177,695035
11/14/2021,Sex_known,225187243,99.9,99.1,196438306,,,99.9,99.3,17.3,99.9,99.9,99.9,33963609,10781606
11/14/2021,Race_eth_Hispanic,33228665,19.8,14.6,29154531,52.1,45.7,19.1,14.7,10.2,9.8,19.1,10.9,2969163,1044334
11/14/2021,Race_eth_unknown,59019529,35.1,26,45284649,,,29.7,22.9,8.4,12.6,29.7,12.5,3798310,1202621
11/14/2021,Ages_<12yrs,2647032,1.2,1.2,132854,5.5,0.3,0.1,0.1,0,0,0,0,0,0
11/14/2021,Age_known,227214493,99.9,99.9,197903449,,,99.9,99.9,17.2,99.9,99.9,99.9,34022286,10804422
11/14/2021,Ages_50-64_yrs,54539125,24,24,49067950,85.7,77.1,24.8,24.8,16.2,23.4,24.8,26.9,7954921,2909352
11/14/2021,Ages_16-17_yrs,5439105,2.4,2.4,4742086,64.8,56.5,2.4,2.4,0.4,0.1,2.4,0.1,21317,5483
11/14/2021,Race_eth_known,168218482,99.9,74,152624447,,,99.9,77.1,19.8,99.9,99.9,99.9,30223976,9601801
11/14/2021,Race_eth_NHBlack,16801351,10,7.4,14899799,40.8,36.2,9.8,7.5,13.8,6.8,9.8,7.2,2053190,691430
11/14/2021,Age_unknown,23541,0,0,5728,,,0,0,0,0,0,0,0,0
11/14/2021,Ages_<5yrs,8651,0,0,2633,0,0,0,0,0,0,0,0,0,0
11/14/2021,Race_eth_NHNHOPI,522009,0.3,0.2,475532,56.2,51.2,0.3,0.2,12.5,0.2,0.3,0.2,59364,20312
11/14/2021,US,227238034,,100,197909177,68.4,59.6,,100,17.2,,100,,34022286,10804422
11/14/2021,Sex_unknown,2050791,0.9,0.9,1470871,,,0.7,0.7,4,0.2,0.7,0.2,58677,22816
11/14/2021,Sex_Female,117927360,52.4,51.9,103307964,70,61.3,52.6,52.2,18.6,56.6,52.6,56.9,19220863,6131420
11/14/2021,Ages_5-11_yrs,2633808,1.2,1.2,129055,9.2,0.4,0.1,0.1,0,0,0,0,0,0
11/14/2021,Race_eth_NHAIAN,1491892,0.9,0.7,1263958,61.3,51.9,0.8,0.6,17.1,0.7,0.8,0.8,215933,72315
11/14/2021,Ages_75+_yrs,21705102,9.6,9.6,19178546,94.8,83.7,9.7,9.7,42.4,23.9,9.7,20,8126395,2156847
11/14/2021,Ages_12-17_yrs,15310848,6.7,6.7,13107145,60.5,51.8,6.6,6.6,0.3,0.1,6.6,0.1,40919,7581
11/14/2021,Race_eth_NHWhite,95193901,56.6,41.9,87639929,48.2,44.4,57.4,44.3,24.1,69.7,57.4,68.3,21067307,6561877
11/14/2021,Ages_40-49_yrs,32123636,14.1,14.1,28494317,78.8,69.9,14.4,14.4,11.2,9.4,14.4,11.8,3202639,1271465
11/14/2021,Ages_12-15_yrs,9871743,4.3,4.3,8365059,58.4,49.5,4.2,4.2,0.2,0.1,4.2,0,19602,2098
11/13/2021,Ages_65-74_yrs,31861274,14,14,28398976,95,89.1,14.4,14.4,37.8,31.8,14.4,27.2,10722090,3130866
11/13/2021,Ages_25-39_yrs,48379729,21.3,21.3,41973793,70.7,61.4,21.2,21.2,7.9,9.8,21.2,12.1,3321389,1387798
11/13/2021,Sex_Male,107140986,47.6,47.2,93099661,65.5,57,47.4,47.1,15.7,43.4,47.4,43.2,14622636,4959799
11/13/2021,Age_known,226973631,99.9,99.9,197842800,,,99.9,99.9,17.1,99.9,99.9,99.9,33745373,11498875
11/13/2021,Sex_unknown,2049953,0.9,0.9,1470742,,,0.7,0.7,4,0.2,0.7,0.2,58413,24233
11/13/2021,Race_eth_NHNHOPI,521332,0.3,0.2,475353,56.1,51.2,0.3,0.2,12.4,0.2,0.3,0.2,58840,21337
11/13/2021,Race_eth_NHWhite,95091745,56.6,41.9,87617653,48.2,44.4,57.4,44.3,23.9,69.7,57.4,68.7,20906066,7016735
11/13/2021,Ages_16-17_yrs,5436442,2.4,2.4,4740337,64.8,56.5,2.4,2.4,0.4,0.1,2.4,0,21077,5533
11/13/2021,Race_eth_NHAIAN,1490251,0.9,0.7,1263540,61.2,51.9,0.8,0.6,17,0.7,0.8,0.7,214224,75766
11/13/2021,Race_eth_NHMult_Oth,10123675,6,4.5,8992025,95,95,5.9,4.5,21.6,6.5,5.9,5.4,1938386,550862
11/13/2021,Ages_<12yrs,2515123,1.1,1.1,132582,5.2,0.3,0.1,0.1,0,0,0,0,0,0
11/13/2021,Race_eth_Hispanic,33190631,19.8,14.6,29140938,52.1,45.7,19.1,14.7,10.1,9.8,19.1,10.7,2938569,1092328
11/13/2021,Race_eth_NHBlack,16786603,10,7.4,14892774,40.7,36.1,9.8,7.5,13.7,6.8,9.8,7.2,2036834,735975
11/13/2021,Race_eth_known,168030500,99.9,74,152575066,,,99.9,77.1,19.7,99.9,99.9,99.9,29973745,10218466
11/13/2021,US,226997163,,100,197848526,68.4,59.6,,100,17.1,,100,,33745373,11498875
11/13/2021,Age_unknown,23532,0,0,5726,,,0,0,0,0,0,0,0,0
11/13/2021,Ages_18-24_yrs,20596116,9.1,9.1,17519302,67.3,57.3,8.9,8.9,3.1,1.6,8.9,2.2,542588,251387
11/13/2021,Race_eth_unknown,58966640,35.1,26,45273379,,,29.7,22.9,8.3,12.6,29.7,12.5,3771628,1280409
11/13/2021,Ages_<5yrs,8574,0,0,2633,0,0,0,0,0,0,0,0,0,0
11/13/2021,Ages_40-49_yrs,32107641,14.1,14.1,28484864,78.7,69.8,14.4,14.4,11.1,9.4,14.4,11.4,3159169,1315343
11/13/2021,Race_eth_NHAsian,10826263,6.4,4.8,10192783,57,53.7,6.7,5.2,18.5,6.3,6.7,7.1,1880826,725463
11/13/2021,Ages_5-11_yrs,2501979,1.1,1.1,128783,8.7,0.4,0.1,0.1,0,0,0,0,0,0
11/13/2021,Sex_known,224947210,99.9,99.1,196377784,,,99.9,99.3,17.2,99.9,99.9,99.9,33686960,11474642
11/13/2021,Ages_50-64_yrs,54515181,24,24,49056366,85.6,77.1,24.8,24.8,16,23.3,24.8,26.5,7866154,3052625
11/13/2021,Ages_12-17_yrs,15300364,6.7,6.7,13100616,60.5,51.8,6.6,6.6,0.3,0.1,6.6,0.1,40592,7673
11/13/2021,Ages_12-15_yrs,9863922,4.3,4.3,8360279,58.3,49.4,4.2,4.2,0.2,0.1,4.2,0,19515,2140
11/13/2021,Sex_Female,117806224,52.4,51.9,103278123,69.9,61.3,52.6,52.2,18.5,56.6,52.6,56.8,19064324,6514843
11/13/2021,Ages_75+_yrs,21698203,9.6,9.6,19176301,94.7,83.7,9.7,9.7,42.2,24,9.7,20.5,8093391,2353183
11/12/2021,Ages_12-17_yrs,15279318,6.7,6.7,13087982,60.4,51.7,6.6,6.6,0.3,0.1,6.6,0.1,39849,7125
11/12/2021,Sex_known,224414590,99.9,99.1,196275152,,,99.9,99.3,16.9,99.9,99.9,99.9,33154538,11207030
11/12/2021,Race_eth_unknown,58855917,35.1,26,45254513,,,29.7,22.9,8.2,12.6,29.7,12.5,3716656,1250753
11/12/2021,Ages_12-15_yrs,9847367,4.3,4.3,8350850,58.2,49.4,4.2,4.2,0.2,0.1,4.2,0,19323,2016
11/12/2021,Age_unknown,23504,0,0,5721,,,0,0,0,0,0,0,0,0
11/12/2021,Ages_25-39_yrs,48335443,21.3,21.3,41944526,70.7,61.3,21.2,21.2,7.7,9.7,21.2,11.8,3234125,1330604
11/12/2021,Ages_75+_yrs,21686760,9.6,9.6,19171910,94.7,83.7,9.7,9.7,41.9,24.2,9.7,20.8,8026124,2332467
11/12/2021,Ages_<5yrs,8441,0,0,2632,0,0,0,0,0,0,0,0,0,0
11/12/2021,Ages_18-24_yrs,20579946,9.1,9.1,17507336,67.3,57.2,8.9,8.9,3,1.6,8.9,2.1,525416,239874
11/12/2021,Race_eth_known,167606485,99.9,74,152491025,,,99.9,77.1,19.4,99.9,99.9,99.9,29495537,9979925
11/12/2021,Race_eth_NHWhite,94861715,56.6,41.9,87580424,48.1,44.4,57.4,44.3,23.5,69.9,57.4,68.9,20605253,6877173
11/12/2021,Race_eth_NHMult_Oth,10093660,6,4.5,8986623,95,95,5.9,4.5,21.3,6.5,5.9,5.4,1911774,538140
11/12/2021,Age_known,226438921,99.9,99.9,197739898,,,99.9,99.9,16.8,99.9,99.9,99.9,33212193,11230678
11/12/2021,Sex_Male,106876114,47.6,47.2,93048108,65.4,56.9,47.4,47.1,15.5,43.4,47.4,43.2,14392081,4844567
11/12/2021,Sex_unknown,2047835,0.9,0.9,1470467,,,0.7,0.7,3.9,0.2,0.7,0.2,57655,23648
11/12/2021,Ages_<12yrs,2158162,1,1,131817,4.5,0.3,0.1,0.1,0,0,0,0,0,0
11/12/2021,Race_eth_Hispanic,33106619,19.8,14.6,29117401,51.9,45.7,19.1,14.7,9.9,9.7,19.1,10.5,2873866,1052472
11/12/2021,Ages_16-17_yrs,5431951,2.4,2.4,4737132,64.7,56.5,2.4,2.4,0.4,0.1,2.4,0,20526,5109
11/12/2021,Ages_50-64_yrs,54475779,24.1,24.1,49035847,85.6,77,24.8,24.8,15.7,23.2,24.8,26.4,7696554,2961459
11/12/2021,Ages_5-11_yrs,2145175,0.9,0.9,128019,7.5,0.4,0.1,0.1,0,0,0,0,0,0
11/12/2021,Ages_40-49_yrs,32081374,14.2,14.2,28468938,78.7,69.8,14.4,14.4,10.8,9.3,14.4,11.2,3073870,1259097
11/12/2021,US,226462425,,100,197745619,68.2,59.6,,100,16.8,,100,,33212193,11230678
11/12/2021,Race_eth_NHNHOPI,519938,0.3,0.2,474977,56,51.1,0.3,0.2,12.1,0.2,0.3,0.2,57628,20564
11/12/2021,Race_eth_NHAsian,10784174,6.4,4.8,10187585,56.8,53.6,6.7,5.2,18,6.2,6.7,7,1833643,700320
11/12/2021,Race_eth_NHBlack,16753697,10,7.4,14880948,40.6,36.1,9.8,7.5,13.5,6.8,9.8,7.2,2001683,716762
11/12/2021,Ages_65-74_yrs,31842139,14.1,14.1,28391542,95,89,14.4,14.4,37.4,32,14.4,27.6,10616255,3100052
11/12/2021,Sex_Female,117538476,52.4,51.9,103227044,69.7,61.2,52.6,52.2,18.2,56.6,52.6,56.8,18762457,6362463
11/12/2021,Race_eth_NHAIAN,1486682,0.9,0.7,1263067,61,51.9,0.8,0.6,16.8,0.7,0.8,0.7,211690,74494
11/11/2021,Ages_25-39_yrs,48256597,21.4,21.4,41888233,70.6,61.3,21.2,21.2,7.3,9.6,21.2,11.5,3066016,1219518
11/11/2021,Race_eth_NHWhite,94592153,56.6,41.9,87500576,47.9,44.3,57.4,44.3,22.8,69.9,57.4,68.9,19915443,6504483
11/11/2021,Ages_<5yrs,8313,0,0,2630,0,0,0,0,0,0,0,0,0,0
11/11/2021,Race_eth_known,167102555,99.9,74,152329412,,,99.9,77.1,18.7,99.9,99.9,99.9,28478683,9441187
11/11/2021,Ages_16-17_yrs,5425779,2.4,2.4,4732401,64.7,56.4,2.4,2.4,0.4,0.1,2.4,0,19848,4666
11/11/2021,Race_eth_NHMult_Oth,10062424,6,4.5,8976717,95,95,5.9,4.5,20.7,6.5,5.9,5.4,1857353,511948
11/11/2021,Ages_40-49_yrs,32036669,14.2,14.2,28438284,78.5,69.7,14.4,14.4,10.2,9.1,14.4,10.9,2914001,1158100
11/11/2021,US,225821549,,100,197546367,68,59.5,,100,16.2,,100,,32066330,10617863
11/11/2021,Ages_18-24_yrs,20551009,9.1,9.1,17485696,67.2,57.2,8.9,8.9,2.8,1.5,8.9,2.1,495195,219673
11/11/2021,Age_unknown,23449,0,0,5718,,,0,0,0,0,0,0,0,0
11/11/2021,Ages_<12yrs,1834273,0.8,0.8,131027,3.8,0.3,0.1,0.1,0,0,0,0,0,0
11/11/2021,Race_eth_NHBlack,16710460,10,7.4,14857811,40.5,36,9.8,7.5,13,6.8,9.8,7.2,1928955,678871
11/11/2021,Ages_50-64_yrs,54406133,24.1,24.1,48995539,85.5,77,24.8,24.8,15,22.9,24.8,26.2,7353779,2776947
11/11/2021,Sex_Female,117211833,52.4,51.9,103123123,69.5,61.2,52.6,52.2,17.6,56.5,52.6,56.6,18096196,5996948
11/11/2021,Sex_unknown,2041568,0.9,0.9,1469383,,,0.7,0.7,3.7,0.2,0.7,0.2,54921,21697
11/11/2021,Sex_known,223779981,99.9,99.1,196076984,,,99.9,99.3,16.3,99.9,99.9,99.9,32011409,10596166
11/11/2021,Ages_12-15_yrs,9825339,4.4,4.4,8335363,58.1,49.3,4.2,4.2,0.2,0.1,4.2,0,19104,1896
11/11/2021,Ages_75+_yrs,21659364,9.6,9.6,19160035,94.6,83.6,9.7,9.7,40.9,24.5,9.7,21.1,7841915,2245506
11/11/2021,Race_eth_unknown,58718971,35.1,26,45216874,,,29.7,22.9,7.9,12.6,29.7,12.5,3587647,1176676
11/11/2021,Race_eth_NHNHOPI,518125,0.3,0.2,473961,55.8,51,0.3,0.2,11.7,0.2,0.3,0.2,55405,19517
11/11/2021,Race_eth_NHAsian,10739568,6.4,4.8,10179339,56.5,53.6,6.7,5.2,17.3,6.2,6.7,7.1,1758751,667866
11/11/2021,Ages_65-74_yrs,31802937,14.1,14.1,28374071,95,89,14.4,14.4,36.5,32.3,14.4,28.2,10356472,2991557
11/11/2021,Race_eth_Hispanic,32999165,19.7,14.6,29079660,51.8,45.6,19.1,14.7,9.5,9.7,19.1,10.5,2757664,988978
11/11/2021,Sex_Male,106568148,47.6,47.2,92953861,65.2,56.9,47.4,47.1,15,43.5,47.4,43.4,13915213,4599218
11/11/2021,Race_eth_NHAIAN,1480660,0.9,0.7,1261348,60.8,51.8,0.8,0.6,16.3,0.7,0.8,0.7,205112,69524
11/11/2021,Age_known,225798100,99.9,99.9,197540649,,,99.9,99.9,16.2,99.9,99.9,99.9,32066330,10617863
11/11/2021,Ages_5-11_yrs,1821444,0.8,0.8,127232,6.3,0.4,0.1,0.1,0,0,0,0,0,0
11/11/2021,Ages_12-17_yrs,15251118,6.8,6.8,13067764,60.3,51.6,6.6,6.6,0.3,0.1,6.6,0.1,38952,6562
11/10/2021,Ages_18-24_yrs,20526766,9.1,9.1,17467845,67.1,57.1,8.8,8.8,2.7,1.5,8.9,2,473797,217929
11/10/2021,Race_eth_NHBlack,16673911,10,7.4,14838571,40.5,36,9.7,7.5,12.6,6.8,9.8,7.1,1870880,690521
11/10/2021,Ages_65-74_yrs,31767759,14.1,14.1,28359068,95,88.9,14.4,14.4,35.7,32.5,14.4,28.6,10133969,3132832
11/10/2021,Age_unknown,23420,0,0,5716,,,0,0,0,0,0,0,0,0
11/10/2021,Ages_<5yrs,8200,0,0,2628,0,0,0,0,0,0,0,0,0,0
11/10/2021,Ages_<12yrs,1543536,0.7,0.7,130523,3.2,0.3,0.1,0.1,0,0,0,0,0,0
11/10/2021,Ages_75+_yrs,21632547,9.6,9.6,19149162,94.4,83.6,9.7,9.7,40,24.6,9.7,21.3,7667777,2327559
11/10/2021,Sex_Female,116930453,52.4,51.9,103043556,69.4,61.1,52.6,52.2,17.1,56.5,52.6,56.6,17580926,6182603
11/10/2021,Age_known,225247214,99.9,99.9,197387172,,,99.9,99.9,15.8,99.9,99.9,99.9,31173585,10940405
11/10/2021,Race_eth_NHWhite,94348301,56.6,41.9,87438467,47.8,44.3,57.4,44.3,22.2,70,57.5,69.1,19372728,6724604
11/10/2021,Ages_5-11_yrs,1530837,0.7,0.7,126731,5.3,0.4,0.1,0.1,0,0,0,0,0,0
11/10/2021,Ages_50-64_yrs,54352987,24.1,24.1,48965469,85.4,76.9,24.8,24.8,14.5,22.8,24.8,26.1,7106721,2850368
11/10/2021,Ages_25-39_yrs,48194377,21.4,21.4,41845234,70.5,61.2,21.2,21.2,7,9.5,21.2,11.2,2949646,1229379
11/10/2021,Race_eth_NHAIAN,1477902,0.9,0.7,1260674,60.7,51.8,0.8,0.6,16,0.7,0.8,0.8,202184,73602
11/10/2021,Sex_unknown,2039283,0.9,0.9,1468726,,,0.7,0.7,3.6,0.2,0.7,0.2,53143,22541
11/10/2021,Ages_12-17_yrs,15227456,6.8,6.8,13054224,60.2,51.6,6.6,6.6,0.3,0.1,6.6,0.1,38286,6419
11/10/2021,Ages_40-49_yrs,32001786,14.2,14.2,28415647,78.5,69.7,14.4,14.4,9.9,9,14.4,10.7,2803389,1175919
11/10/2021,Ages_12-15_yrs,9807169,4.4,4.4,8325451,58,49.2,4.2,4.2,0.2,0.1,4.2,0,18937,1884
11/10/2021,Sex_known,223231351,99.9,99.1,195924162,,,99.9,99.3,15.9,99.9,99.9,99.9,31120442,10917864
11/10/2021,US,225270634,,100,197392888,67.9,59.5,,100,15.8,,100,,31173585,10940405
11/10/2021,Race_eth_NHAsian,10704028,6.4,4.8,10173260,56.3,53.6,6.7,5.2,16.8,6.1,6.7,7,1701419,682452
11/10/2021,Sex_Male,106300898,47.6,47.2,92880606,65,56.8,47.4,47.1,14.6,43.5,47.4,43.4,13539516,4735261
11/10/2021,Ages_16-17_yrs,5420287,2.4,2.4,4728773,64.6,56.4,2.4,2.4,0.4,0.1,2.4,0,19349,4535
11/10/2021,Race_eth_Hispanic,32914119,19.7,14.6,29051057,51.6,45.6,19.1,14.7,9.2,9.6,19.1,10.3,2670127,1006021
11/10/2021,Race_eth_NHMult_Oth,10035164,6,4.5,8969151,95,95,5.9,4.5,20.2,6.6,5.9,5.4,1813939,529447
11/10/2021,Race_eth_known,166670180,99.9,74,152204689,,,99.9,77.1,18.2,99.9,99.9,99.9,27685199,9726834
11/10/2021,Race_eth_unknown,58600431,35.2,26,45188118,,,29.7,22.9,7.7,12.6,29.7,12.5,3488386,1213571
11/10/2021,Race_eth_NHNHOPI,516755,0.3,0.2,473509,55.6,51,0.3,0.2,11.4,0.2,0.3,0.2,53922,20187
11/09/2021,Sex_Male,106020813,47.6,47.2,92797678,64.9,56.8,47.4,47.1,14.1,43.5,47.4,43.4,13098567,4776546
11/09/2021,Ages_12-15_yrs,9789887,4.4,4.4,8315271,57.9,49.2,4.2,4.2,0.2,0.1,4.2,0,18716,1792
11/09/2021,Age_known,224672348,99.9,99.9,197217007,,,99.9,99.9,15.3,99.9,99.9,99.9,30157352,11021719
11/09/2021,Ages_16-17_yrs,5414747,2.4,2.4,4724730,64.5,56.3,2.4,2.4,0.4,0.1,2.4,0,18826,4269
11/09/2021,Ages_<5yrs,8087,0,0,2627,0,0,0,0,0,0,0,0,0,0
11/09/2021,Race_eth_unknown,58476847,35.2,26,45154838,,,29.7,22.9,7.5,12.6,29.7,12.5,3367971,1221930
11/09/2021,Race_eth_Hispanic,32820925,19.7,14.6,29019513,51.5,45.5,19.1,14.7,8.9,9.6,19.1,10.2,2572314,997026
11/09/2021,Ages_12-17_yrs,15204634,6.8,6.8,13040001,60.1,51.5,6.6,6.6,0.3,0.1,6.6,0.1,37542,6061
11/09/2021,Race_eth_NHAIAN,1469860,0.9,0.7,1258679,60.4,51.7,0.8,0.6,15.3,0.7,0.8,0.7,192955,72740
11/09/2021,Race_eth_NHAsian,10669561,6.4,4.7,10166700,56.2,53.5,6.7,5.2,16.2,6.1,6.7,6.9,1640262,674893
11/09/2021,Sex_known,222662432,99.9,99.1,195754942,,,99.9,99.3,15.4,99.9,99.9,99.9,30106680,10999487
11/09/2021,Ages_18-24_yrs,20501261,9.1,9.1,17447703,67,57,8.8,8.8,2.6,1.5,8.9,1.9,451351,210292
11/09/2021,US,224695715,,100,197222714,67.7,59.4,,100,15.3,,100,,30157352,11021719
11/09/2021,Ages_<12yrs,1249542,0.6,0.6,130043,2.6,0.3,0.1,0.1,0,0,0,0,0,0
11/09/2021,Ages_25-39_yrs,48128015,21.4,21.4,41797190,70.4,61.1,21.2,21.2,6.8,9.4,21.2,10.9,2825944,1198742
11/09/2021,Race_eth_NHMult_Oth,10008532,6,4.5,8960990,95,95,5.9,4.5,19.7,6.6,5.9,5.5,1766775,537511
11/09/2021,Age_unknown,23367,0,0,5707,,,0,0,0,0,0,0,0,0
11/09/2021,Ages_5-11_yrs,1236976,0.6,0.6,126253,4.3,0.4,0.1,0.1,0,0,0,0,0,0
11/09/2021,Race_eth_known,166218846,99.9,74,152067795,,,99.9,77.1,17.6,99.9,99.9,99.9,26789381,9799789
11/09/2021,Race_eth_NHWhite,94098481,56.6,41.9,87371710,47.7,44.3,57.5,44.3,21.5,70,57.5,69.5,18765230,6810489
11/09/2021,Sex_Female,116641619,52.4,51.9,102957264,69.2,61.1,52.6,52.2,16.5,56.5,52.6,56.6,17008113,6222941
